CustomerID,Recency,Frequency,Monetary,Cluster
13754,151,12,282.6,5
13755,3,342,2161.35,0
13756,1,142,5189.52,0
13758,11,117,3190.55,0
13759,32,25,659.41,0
13760,53,57,286.79,0
13761,49,70,1070.65,0
13762,218,7,306.72,5
13763,62,15,1714.96,0
13764,70,208,1521.76,0
13767,1,368,17220.36,0
13769,1,135,2796.51,0
13771,63,119,2634.45,0
13772,33,177,1132.13,0
13774,81,22,345,0
13777,0,197,25977.16,0
13778,102,9,178.7,0
13780,6,57,360.01,0
13781,250,17,127.84,5
13782,12,115,912,0
13784,9,31,2462.79,0
13786,366,7,230.4,5
13787,75,31,309.04,0
13790,3,45,348.8,0
13791,127,11,1516,0
13792,65,13,195.55,0
13798,0,349,37153.85,0
13799,116,39,688.86,0
13800,309,33,558.32,5
13801,66,23,324.8,0
13802,138,60,4599.42,0
13803,254,17,277.07,5
13804,30,137,2635.79,0
13805,51,13,924.6,0
13806,63,10,256.38,0
13807,366,7,112.6,5
13808,5,76,1747.66,0
13809,304,12,155.05,5
13810,28,35,1499.01,0
13811,183,13,814.5,5
13812,41,36,539,0
13813,39,69,1366.86,0
13814,91,57,1579.12,0
13815,21,176,4027.36,0
13816,23,28,571.67,0
13817,28,24,382.98,0
13819,301,36,1140.35,5
13821,144,59,385.64,5
13822,5,96,632,0
13823,18,40,957.66,0
13824,32,46,1698.94,0
13826,175,10,189.5,5
13827,57,93,412.05,0
13828,21,15,209.49,0
13831,15,74,2202.99,0
13832,18,3,52.2,0
13833,158,29,384.8,5
13835,24,55,834.57,0
13837,211,19,271.24,5
13838,5,174,691.73,0
13841,252,1,85,5
13842,58,206,3385.62,0
13844,10,20,361.62,0
13845,64,9,312.98,0
13846,24,55,865.06,0
13848,91,5,1255,0
13849,51,101,1537.95,0
13850,128,93,1595.48,0
13851,95,81,2651.46,0
13853,56,23,1090.14,0
13854,8,110,8109.52,0
13856,168,14,388.5,5
13858,56,11,216.17,0
13859,325,28,201.16,5
13860,0,76,1245.9,0
13862,17,139,2209.36,0
13863,247,20,305.78,5
13865,57,30,501.56,0
13866,73,7,145.67,0
13867,30,61,1015.29,0
13868,6,33,3192.54,0
13869,122,307,3104.95,0
13870,1,115,2770.94,0
13871,22,336,6403.25,0
13873,119,23,389.6,0
13874,357,18,540.45,5
13875,53,104,1786.79,0
13876,63,7,122.7,0
13877,85,3,117.24,0
13878,54,36,1281.53,0
13880,20,165,3219.77,0
13881,3,178,17159.52,0
13882,2,65,1191.13,0
13883,10,142,2674.48,0
13884,6,59,787.6,0
13885,188,28,506.8,5
13886,70,16,243.56,0
13887,203,19,349.55,5
13888,119,40,605.63,0
13889,92,15,416.9,0
13890,0,110,1883.81,0
13892,26,27,632.97,0
13893,297,21,821.1,5
13894,23,27,564.62,0
13895,27,118,2593.07,0
13897,49,17,311.16,0
13898,325,12,155.93,5
13899,15,19,388.52,0
13900,182,43,740.95,5
13901,71,149,2867.2,0
13904,36,26,332.64,0
13908,79,122,2369.55,0
13911,56,148,2580.91,0
13914,11,33,626.45,0
13917,49,18,272.04,0
13918,49,30,1212.84,0
13919,58,28,384.81,0
13922,351,7,172.25,5
13923,53,20,351.13,0
13924,1,117,1838.85,0
13925,92,41,678.25,0
13926,22,11,223.85,0
13927,74,21,348.99,0
13928,10,27,464.57,0
13929,168,9,842.65,5
13930,57,17,337.34,0
13931,95,58,1237.53,0
13932,294,16,307.4,5
13933,108,23,608.79,0
13934,263,31,922.1,5
13936,179,26,376.58,5
13937,168,9,158.85,5
13938,34,7,71.66,0
13939,22,45,568.55,0
13940,16,49,839.14,0
13941,21,45,5112.96,0
13946,78,11,561.57,0
13947,64,5,90.6,0
13948,360,3,102,5
13949,2,160,2427.32,0
13950,10,35,745.06,0
13951,175,39,674.45,5
13952,217,137,3251.071,5
13953,6,20,3515.68,0
13954,1,25,439.92,0
13955,153,33,322.96,5
13956,4,152,1026.42,0
13959,78,92,598.2,0
13960,20,12,230.22,0
13962,21,11,169.55,0
13963,307,35,664.54,5
13967,145,2,80.7,5
13969,6,626,9053.94,0
13971,18,149,2758.26,0
13972,70,15,190.25,0
13973,286,11,264.7,5
13974,48,28,413.59,0
13975,30,338,2526.28,0
13976,206,10,357.98,5
13978,14,15,196.79,0
13979,72,54,869.87,0
13980,59,11,200.14,0
13982,38,111,1871.81,0
13983,29,107,2603.43,0
13984,26,16,920.51,0
13985,3,349,7060.13,0
13986,16,13,320.46,0
13988,19,234,4147.96,0
13989,65,41,1266.08,0
13990,212,16,311.3,5
13991,11,84,855.97,0
13992,29,5,76.8,0
13993,42,121,3466.36,0
13994,3,155,2313.14,0
13995,14,86,1393.69,0
13999,9,208,3901.81,0
14000,210,15,635.66,5
14001,45,39,2043.08,0
14002,133,47,529.73,0
14004,42,171,4582.64,0
14005,9,84,2874.72,0
14006,115,30,962.19,0
14009,197,42,695.61,5
14012,277,11,328.8,5
14013,109,34,473.02,0
14014,76,39,505.18,0
14015,52,20,917.34,0
14016,161,161,4341.21,5
14019,46,66,1421.61,0
14020,16,39,642.8,0
14021,154,22,631.9,5
14022,224,28,440,5
14023,6,31,584.07,0
14024,121,16,327.7,0
14027,60,6,104.82,0
14029,62,15,467.66,0
14030,17,243,2360.09,0
14031,6,250,17286.86,0
14032,1,143,2975.59,0
14034,21,89,651.82,0
14035,28,66,1428.02,0
14036,284,38,626.65,5
14037,175,28,147.2,5
14038,77,92,1560.38,0
14039,32,6,152.2,0
14040,40,235,3614.92,0
14041,265,21,141.41,5
14044,26,209,652.82,0
14045,108,6,1659.75,0
14046,283,14,154.99,5
14047,8,32,1308.61,0
14048,304,85,409.93,5
14049,16,488,5681.72,0
14050,31,54,746.36,0
14051,0,210,15610.39,0
14052,19,56,225.36,0
14053,123,4,260.25,0
14054,64,6,92.46,0
14055,105,10,725.64,0
14056,0,1106,8214.65,0
14057,23,284,6217.96,0
14059,266,8,183.6,5
14060,4,202,6140.42,0
14062,9,111,10464.85,0
14064,28,80,1353.74,0
14066,266,7,152.55,5
14067,63,52,374.7,0
14068,319,24,265.85,5
14071,3,324,1438.82,0
14073,31,13,151.04,0
14075,4,43,942.26,0
14076,128,46,122.47,0
14077,40,42,499.42,0
14078,101,65,1049.37,0
14079,124,12,375.1,0
14080,32,4,45.6,0
14081,301,153,934.52,5
14082,364,29,182.25,5
14083,3,181,1018.43,0
14085,1,450,4448.54,0
14087,2,69,194.42,0
14088,9,589,50491.81,0
14089,56,14,161,0
14090,324,1,76.32,5
14092,7,214,4076.91,0
14093,11,105,442.85,0
14096,3,5111,65164.79,2
14098,36,21,147.35,0
14099,15,250,3104.17,0
14100,137,26,194.9,0
14101,73,35,5976.79,0
14102,4,79,1360.28,0
14104,154,21,216.21,5
14105,238,74,1266.23,5
14107,51,123,2703.23,0
14108,30,34,597.91,0
14109,72,9,144.2,0
14110,3,155,5683.15,0
14111,13,10,692.85,0
14112,22,160,2915.15,0
14113,3,34,1840.42,0
14114,273,15,386.53,5
14116,19,72,1382.74,0
14117,143,3,90,5
14121,3,159,2780.15,0
14124,83,5,419.58,0
14125,10,167,2740.43,0
14126,7,15,706.13,0
14127,122,44,709.71,0
14128,60,46,637.5,0
14129,1,52,1123.86,0
14130,318,67,483.86,5
14132,1,200,3586.03,0
14133,129,28,605.64,0
14135,1,134,4690.31,0
14138,1,47,982.38,0
14139,45,26,415.82,0
14140,3,66,935.05,0
14141,2,40,915.13,0
14142,372,22,311.81,5
14143,133,7,115.8,0
14145,46,11,3742.2,0
14146,8,210,4191,0
14147,77,5,483.4,0
14148,233,3,157.2,5
14149,220,28,446.62,5
14150,35,26,658.64,0
14152,74,49,621.29,0
14154,238,52,1345.62,5
14155,265,6,118.75,5
14156,9,1400,117379.63,4
14157,19,48,432.88,0
14158,39,41,507.66,0
14159,19,1204,4693.01,0
14161,215,108,1110.52,5
14162,173,25,289.36,5
14163,86,52,2445.91,0
14164,70,29,1631.77,0
14165,275,25,122.54,5
14167,38,52,574.84,0
14171,97,58,363.79,0
14173,10,29,450.84,0
14174,32,26,134.46,0
14175,59,149,3222.3,0
14176,296,31,576.9,5
14177,85,42,559.41,0
14178,8,327,1620.93,0
14179,40,165,719.78,0
14180,10,240,4748.52,0
14184,66,24,452.89,0
14185,330,3,197.65,5
14188,30,65,2054.36,0
14189,1,265,4654.08,0
14191,1,259,4684.76,0
14193,67,42,853.39,0
14194,4,579,11349.52,0
14195,201,7,1012,5
14196,106,6,335.52,0
14198,17,39,701.4,0
14199,217,2,185.4,5
14201,59,37,747.44,0
14204,1,44,161.03,0
14205,16,24,466.7,0
14206,238,20,328.16,5
14208,94,10,151.74,0
14209,10,87,2073.43,0
14210,105,102,1905.84,0
14211,52,112,2241.1,0
14212,89,9,1070.48,0
14214,30,67,1004.38,0
14215,11,108,1789.72,0
14216,2,59,1839.3,0
14217,1,100,2004.98,0
14218,42,12,169.48,0
14219,3,7,89.94,0
14220,246,21,632.4,5
14221,41,193,3432.8,0
14222,176,41,683.17,5
14223,91,60,991.13,0
14224,109,118,1050.12,0
14226,28,67,2232.19,0
14227,25,175,3350.96,0
14229,51,40,1547.2,0
14231,183,50,925.71,5
14232,42,115,2048.07,0
14233,48,35,1462.72,0
14234,21,159,775.46,0
14235,74,79,3144.86,0
14236,80,15,490.86,0
14237,372,9,161,5
14238,325,8,146.85,5
14239,42,112,2380.85,0
14240,29,42,890.34,0
14241,183,10,213.7,5
14242,234,16,280.55,5
14243,8,141,2588.77,0
14245,219,108,1693.45,5
14246,110,75,1474.06,0
14247,277,20,136.77,5
14248,317,8,302.58,5
14250,6,111,1904.05,0
14251,1,78,2879.7,0
14256,259,53,969.06,5
14257,63,106,3099.72,0
14258,8,111,12669.98,0
14259,141,5,120,5
14261,50,52,1163.45,0
14262,7,143,2618.23,0
14264,154,17,333.97,5
14265,108,31,530.18,0
14267,162,55,1516.24,5
14270,331,29,492.65,5
14271,225,10,112.32,5
14272,73,33,437.96,0
14273,50,29,559.97,0
14276,98,64,1119.74,0
14277,14,225,4216.2,0
14280,196,8,134.04,5
14282,2,156,3729.34,0
14284,30,32,595.25,0
14285,20,27,1910.01,0
14286,23,280,4628.75,0
14287,7,9,176.63,0
14288,212,16,426.6,5
14289,8,47,911.26,0
14290,10,101,2314.65,0
14291,1,237,3883.25,0
14292,7,100,4871.93,0
14293,2,61,1046.56,0
14295,39,5,166.2,0
14297,17,62,1305.33,0
14298,7,1637,51527.3,0
14299,7,143,3965.62,0
14300,18,3,43.2,0
14301,116,13,640.14,0
14304,222,17,383.45,5
14305,70,105,1858.96,0
14306,50,33,2093.32,0
14307,88,180,2995.72,0
14309,7,117,2352.53,0
14311,242,20,310.26,5
14312,46,87,1611.59,0
14314,106,8,120,0
14315,44,101,2481.13,0
14317,64,24,508.58,0
14320,206,31,477.79,5
14321,10,123,1530.75,0
14323,114,36,605.06,0
14326,241,8,183.85,5
14327,162,12,311.65,5
14329,16,259,5014.84,0
14331,123,28,462.66,0
14332,22,26,866.31,0
14333,67,15,415.2,0
14334,16,162,2552.21,0
14335,15,63,468.26,0
14336,16,90,1614.91,0
14338,160,31,588.22,5
14339,242,14,309.52,5
14340,218,6,134.7,5
14341,44,129,2182.28,0
14342,20,21,668.56,0
14344,126,71,889.93,0
14345,38,6,108.98,0
14346,120,60,1021.58,0
14348,259,18,409.57,5
14349,9,31,133.5,0
14350,273,18,282.93,5
14351,164,1,51,5
14352,156,47,1078.96,5
14353,214,6,90.6,5
14354,5,9,163.62,0
14355,365,11,174.4,5
14356,79,33,701.23,0
14357,42,41,225.77,0
14359,18,55,912.18,0
14360,31,118,2128.23,0
14362,21,41,161.2,0
14364,108,69,3717.35,0
14367,7,524,9261.52,0
14368,319,8,155,5
14371,294,4,100.5,5
14373,357,4,76.55,5
14375,184,75,257.68,5
14377,190,11,617.05,5
14379,43,46,348.1,0
14381,51,56,202.68,0
14382,25,131,626.07,0
14383,37,59,1247.69,0
14385,8,14,202.11,0
14386,296,7,142.4,5
14387,32,140,1770.56,0
14388,9,186,3212.84,0
14389,64,45,1043.46,0
14390,9,286,4652.82,0
14393,217,5,67.95,5
14395,1,350,3507.71,0
14396,64,73,487.99,0
14397,2,87,2612.96,0
14400,148,25,574.7,5
14401,3,182,4051.48,0
14403,129,20,1475.81,0
14404,33,103,1474.32,0
14406,118,8,156.75,0
14407,106,73,2157.73,0
14408,10,107,2606.53,0
14409,70,54,2059.45,0
14410,91,193,1105.07,0
14411,310,14,1063,5
14412,42,43,770.03,0
14413,361,23,122.7,5
14414,91,97,1496.98,0
14415,0,590,5900.28,0
14416,21,14,490.22,0
14418,3,124,1937.25,0
14419,10,206,1058.06,0
14420,98,29,387.52,0
14421,56,27,813.11,0
14422,0,222,4263.64,0
14423,217,3,265.2,5
14424,17,1,322.08,0
14426,23,224,4481.67,0
14427,49,17,363.34,0
14428,6,144,1244.83,0
14431,302,17,470.36,5
14432,9,382,2255.51,0
14434,21,12,1372.8,0
14436,98,9,89.06,0
14437,365,5,63,5
14438,305,9,131.9,5
14439,319,32,2661.24,5
14440,7,55,2357.68,0
14441,0,51,1712.89,0
14442,204,63,1589.82,5
14443,53,93,1420.2,0
14446,0,293,1039.58,0
14447,18,70,1163.23,0
14448,8,20,375.35,0
14449,18,258,907.1,0
14450,180,40,483.25,5
14451,59,109,662.59,0
14452,10,62,264.44,0
14453,189,22,119.93,5
14456,4,970,3062.4,0
14457,310,4,113.64,5
14459,154,37,1837.92,5
14460,109,16,434.34,0
14461,147,180,2103.06,0
14462,65,240,2004.02,0
14463,97,6,529.62,0
14465,246,130,1058.62,5
14466,28,72,2272.4,0
14467,17,90,598.76,0
14470,11,43,461.19,0
14472,103,281,1936.84,0
14473,73,7,234.34,0
14474,45,29,547.66,0
14475,71,42,925.85,0
14476,256,19,215.7,5
14477,19,10,1309.6,0
14479,253,18,316.25,5
14480,10,13,279.05,0
14481,164,30,636.51,5
14482,17,144,2068.15,0
14483,281,9,137.1,5
14484,49,14,321.92,0
14485,38,47,165.75,0
14487,26,144,1196.33,0
14488,67,46,1064.28,0
14489,206,30,463.38,5
14491,174,17,340.93,5
14493,6,120,2383.24,0
14494,25,7,139.56,0
14495,50,6,123.8,0
14496,311,19,538.81,5
14497,308,29,475.37,5
14498,42,193,1957.32,0
14499,25,194,815.32,0
14500,87,7,356.85,0
14501,183,10,251.21,5
14502,19,624,2470.67,0
14503,2,164,3543.26,0
14504,46,107,673.26,0
14505,16,799,5905.64,0
14506,16,316,2012.17,0
14507,23,96,1383.18,0
14508,21,57,276.42,0
14511,10,68,1314.81,0
14512,187,23,275.28,5
14513,100,12,455.59,0
14514,60,73,1055.35,0
14515,17,101,2102.09,0
14517,32,18,330.45,0
14518,63,16,174.37,0
14520,1,4,270.6,0
14522,23,17,974.54,0
14523,107,12,241.09,0
14524,31,203,1867.68,0
14525,19,291,4332.2,0
14527,2,972,8508.82,0
14528,36,18,364.22,0
14529,59,229,620.04,0
14530,25,216,2925.91,0
14532,235,64,932.85,5
14533,24,62,1949.72,0
14534,2,519,4447.05,0
14535,59,330,2864.19,0
14536,259,19,171.8,5
14537,57,10,355.56,0
14538,64,19,388.25,0
14539,15,32,537.48,0
14540,9,76,996.26,0
14541,58,111,1461.65,0
14542,185,5,103.25,5
14543,28,72,3630.33,0
14544,23,114,2024.45,0
14546,4,399,2578.09,0
14547,3,366,4007.54,0
14548,150,4,652.8,5
14549,310,56,289.24,5
14550,10,48,765.62,0
14551,17,10,186.23,0
14552,151,58,165.07,5
14553,18,113,859.27,0
14554,9,216,2381.04,0
14555,56,21,324.14,0
14557,84,16,788.38,0
14560,6,74,2237.77,0
14561,75,69,1080.76,0
14562,3,423,5074.77,0
14565,95,127,3099.12,0
14566,110,4,1432,0
14567,56,33,1530.36,0
14569,0,12,227.39,0
14570,280,29,218.06,5
14572,2,270,2832.84,0
14573,179,235,1653.42,5
14576,371,1,35.4,5
14577,12,123,859.71,0
14578,2,24,168.63,0
14581,16,17,138.6,0
14582,40,6,114.11,0
14583,5,330,1052.55,0
14584,168,100,1042.26,5
14585,49,29,157.05,0
14586,276,19,237.36,5
14587,18,383,1601.14,0
14589,371,3,39.75,5
14591,14,197,1447.14,0
14592,34,164,570.46,0
14593,21,152,617.99,0
14594,6,53,379.83,0
14595,19,102,1740.6,0
14597,10,55,883.15,0
14598,43,50,221.97,0
14600,305,25,393.33,5
14601,10,7,213.96,0
14603,274,2,660,5
14606,0,2700,12156.65,2
14607,15,86,16569.5,0
14608,3,20,1785.15,0
14609,71,4,601.56,0
14616,242,3,406.08,5
14618,8,16,553.44,0
14619,245,20,394.44,5
14620,205,26,412.78,5
14621,0,92,1788.36,0
14622,184,21,320.58,5
14623,31,134,889.25,0
14624,56,13,225.85,0
14625,195,53,899.63,5
14626,23,122,2791.27,0
14628,90,24,671.96,0
14629,3,152,959.01,0
14631,50,41,1006.98,0
14632,262,8,114.56,5
14633,265,20,344.9,5
14636,35,28,609.85,0
14638,50,16,443.6,0
14639,51,172,2984.49,0
14640,23,106,2125.08,0
14641,21,7,110.46,0
14642,58,2,96.12,0
14643,169,31,693.81,5
14644,67,26,830.76,0
14645,156,30,597.09,5
14646,1,2076,280206.02,4
14647,200,30,243.22,5
14649,4,199,1417.29,0
14651,66,102,654.6,0
14652,76,29,114.18,0
14653,0,237,1947.55,0
14655,7,49,1932.23,0
14656,168,80,291.05,5
14657,17,126,848.22,0
14658,4,29,247.15,0
14659,8,253,2529.93,0
14660,86,30,285.74,0
14661,26,4,107.95,0
14662,28,168,771.17,0
14664,19,99,637.89,0
14665,60,90,1835.7,0
14666,23,14,195.25,0
14667,10,573,9241.2,0
14669,241,170,1269.99,5
14670,279,132,411.53,5
14672,234,61,765.55,5
14673,2,74,1736.4,0
14675,15,102,604.75,0
14676,30,42,2548.24,0
14680,24,258,28754.11,0
14681,70,7,498.95,0
14682,187,2,52,5
14684,25,421,1236.28,0
14687,106,15,628.38,0
14688,7,327,5630.87,0
14689,208,13,112.8,5
14690,43,50,371.7,0
14691,30,71,2114.33,0
14692,136,68,591.55,0
14693,264,8,172.9,5
14696,3,130,2078.95,0
14697,217,22,188.61,5
14698,1,210,1250.76,0
14699,213,8,109.13,5
14700,31,115,2235.3,0
14701,10,335,2549.37,0
14702,0,347,3292.14,0
14703,14,22,318.17,0
14704,10,415,1546.91,0
14705,198,1,179,5
14708,2,28,1126.37,0
14709,14,196,4921.04,0
14710,13,139,606.13,0
14711,9,357,2868.8,0
14712,28,25,917.07,0
14713,8,339,2666.36,0
14714,23,10,160.19,0
14715,24,71,867.38,0
14716,42,55,329.68,0
14719,1,237,1602.13,0
14720,5,37,663.81,0
14722,146,29,187.92,5
14723,9,278,1158.3,0
14725,24,52,718.08,0
14727,273,10,268.58,5
14729,373,71,313.49,5
14730,0,501,2005.06,0
14731,46,45,380.02,0
14732,7,147,2702.49,0
14733,15,202,9585.91,0
14735,3,194,6065.69,0
14737,3,17,1164.55,0
14738,42,54,1314.45,0
14739,3,60,3902.28,0
14740,196,89,1448.21,5
14741,11,59,1400.34,0
14744,15,26,1099.98,0
14745,112,69,1220.26,0
14747,248,18,328.2,5
14748,28,89,1415.75,0
14752,43,5,389.64,0
14753,86,30,563.15,0
14754,44,41,638.05,0
14755,9,235,5010.28,0
14756,14,38,738.96,0
14757,74,19,420.5,0
14758,144,71,1484.06,5
14759,4,102,1625.97,0
14760,296,5,89.2,5
14761,58,11,255.9,0
14762,263,21,300.52,5
14764,46,6,278.3,0
14765,28,39,254.11,0
14766,7,135,2473.37,0
14768,16,5,192.6,0
14769,2,1090,10674.75,0
14770,231,52,876.42,5
14772,111,9,139.26,0
14775,57,60,1011.9,0
14776,50,117,2538.3,0
14778,126,35,730.86,0
14779,280,41,386.15,5
14780,54,27,447.68,0
14782,319,6,200.1,5
14784,25,15,289.99,0
14785,9,3,77.4,0
14788,6,30,679.44,0
14789,28,6,197.64,0
14790,16,46,745.06,0
14792,63,2,6.2,0
14793,20,14,228.99,0
14794,2,80,1319.91,0
14795,165,6,131.45,5
14796,0,1141,8022.49,0
14798,52,12,173.74,0
14799,50,13,157.7,0
14800,47,385,4339.74,0
14801,60,59,193.14,0
14803,161,44,845.55,5
14804,8,12,353.27,0
14805,14,47,554.65,0
14806,74,11,193.39,0
14808,39,235,2741.17,0
14810,40,255,2087.88,0
14813,369,30,155.43,5
14815,36,53,778.5,0
14816,196,4,271.85,5
14817,199,63,1110.34,5
14818,73,48,657.8,0
14819,63,13,272.07,0
14820,20,29,507.29,0
14821,366,2,48.8,5
14823,179,70,321.43,5
14824,9,29,1127.71,0
14825,3,121,2226.91,0
14828,196,17,2139.76,5
14829,28,42,697.55,0
14830,52,40,197.13,0
14834,17,67,1720.3,0
14836,9,6,102.45,0
14837,89,108,1649.5,0
14840,267,4,62.85,5
14841,52,138,3295.76,0
14842,43,145,2824.69,0
14844,63,130,3189.81,0
14847,148,13,309.4,5
14849,21,388,7930.54,0
14850,311,21,325.75,5
14851,22,28,511.35,0
14852,57,143,2836.69,0
14853,23,9,475.8,0
14854,77,127,2759.83,0
14855,118,20,645.65,0
14856,35,66,1311.38,0
14857,59,60,1173.12,0
14859,12,58,1353.74,0
14860,18,11,170.32,0
14861,51,6,125.79,0
14862,25,48,841.2,0
14863,28,11,266.76,0
14865,6,4,52.2,0
14866,10,99,14389.9,0
14867,185,36,710.28,5
14868,2,144,2953.59,0
14869,8,71,725.7,0
14870,261,13,327.25,5
14871,2,98,522.38,0
14873,209,28,519.68,5
14875,107,47,1465.32,0
14878,12,124,1485.54,0
14880,76,47,706.19,0
14881,19,17,255.4,0
14882,26,11,589.7,0
14883,18,53,761.59,0
14885,131,15,765.32,0
14886,252,18,364.8,5
14887,78,6,1862,0
14888,206,20,369.2,5
14889,335,10,135.9,5
14890,253,7,125.65,5
14891,147,33,554.38,5
14893,9,73,1237.85,0
14894,84,23,655.75,0
14895,7,498,11138.71,0
14896,204,43,468.77,5
14897,7,55,1366.38,0
14898,22,116,1303.52,0
14901,10,96,1421.29,0
14902,25,20,332.66,0
14903,20,355,2810.63,0
14904,1,69,1025.44,0
14905,157,17,616.15,5
14907,2,165,3501.1,0
14908,73,9,277.8,0
14910,2,30,434.35,0
14911,0,5675,143825.06,2
14912,16,27,867.85,0
14913,35,87,1227.43,0
14915,90,12,307.48,0
14916,70,77,1268.98,0
14918,115,45,1610.15,0
14920,212,57,977.77,5
14921,29,78,1316.07,0
14923,50,44,749.1,0
14924,245,10,310.05,5
14929,31,11,223.88,0
14930,108,128,2372.86,0
14931,4,41,1257.68,0
14932,365,17,363.53,5
14934,81,87,1890.94,0
14935,296,10,1784.71,5
14936,33,364,8137.02,0
14937,56,34,1621.88,0
14944,29,170,5900.25,0
14946,13,3,100.9,0
14947,71,14,290.82,0
14948,22,63,1101.97,0
14950,18,19,371.2,0
14951,78,20,311.69,0
14952,59,138,8099.49,0
14953,24,55,289.82,0
14954,11,85,336.17,0
14957,252,12,58.49,5
14958,146,42,499.68,5
14959,63,59,695.42,0
14960,7,27,221.27,0
14961,10,312,7044.68,0
14962,270,5,126.7,5
14963,9,198,1487.8,0
14964,246,13,206.21,5
14965,95,83,599,0
14966,14,38,191.32,0
14967,49,6,463.8,0
14968,29,37,147.59,0
14970,67,34,1592.06,0
14971,34,160,1116.57,0
14972,127,18,114.77,0
14973,106,32,1314.45,0
14974,36,21,114.39,0
14975,56,11,279.94,0
14976,56,72,790.86,0
14978,71,216,1931.42,0
14981,245,8,102.12,5
14984,18,41,213.27,0
14985,197,87,296.75,5
14987,15,4,326.4,0
14988,211,40,334.54,5
14995,38,61,233.23,0
14997,45,26,546.2,0
14998,169,75,429.87,5
15000,47,77,490.52,0
15002,115,115,1641.76,0
15004,146,158,1246.32,0
15005,15,1119,6316.57,0
15006,50,144,502.09,0
15007,158,12,156.91,5
15009,11,182,1261.78,0
15010,35,20,308.94,0
15012,53,128,423.04,0
15014,42,35,260.17,0
15016,172,20,170.04,5
15017,33,20,125.58,0
15018,38,31,496.21,0
15019,266,70,266,5
15021,8,472,1914.82,0
15022,11,135,905.04,0
15023,2,562,6802.76,0
15024,9,155,1661.33,0
15025,32,72,377.01,0
15026,79,61,469,0
15027,30,35,1066.15,0
15028,7,48,627.13,0
15030,71,7,518.28,0
15031,3,111,668.14,0
15032,255,52,4959.1,5
15033,4,510,2586.67,0
15034,15,394,4308.61,0
15035,89,27,252.73,0
15036,71,127,465.55,0
15038,58,130,705.49,0
15039,9,1502,19914.44,0
15041,169,67,180.35,5
15042,198,5,135.93,5
15043,30,3,537,0
15044,18,453,7700.23,0
15045,151,12,735.66,5
15046,8,206,5213.77,0
15047,269,22,343.62,5
15048,64,97,384.05,0
15049,273,3,121.17,5
15050,24,78,1782.09,0
15051,22,143,1391.61,0
15052,318,30,215.78,5
15053,4,71,697.79,0
15054,11,114,302.1,0
15057,274,25,1489.5,5
15058,24,276,2124.99,0
15059,40,237,1337.72,0
15060,7,121,303.09,0
15061,3,403,54534.14,0
15062,70,57,987.86,0
15063,212,5,370.8,5
15065,37,155,3158.13,0
15066,52,42,893.59,0
15067,77,82,1744.76,0
15068,45,104,553.36,0
15069,178,70,1109.53,5
15070,372,1,106.2,5
15071,93,26,982.07,0
15073,9,54,1043.41,0
15074,104,42,748.87,0
15075,77,27,773.03,0
15076,172,49,880.85,5
15078,6,440,9743.11,0
15079,212,47,895.61,5
15081,21,33,504.8,0
15083,256,5,88.2,5
15087,281,15,306.94,5
15088,20,57,1160.07,0
15089,9,145,2420.84,0
15090,307,23,381.32,5
15091,67,30,480.71,0
15092,214,26,457.81,5
15093,17,108,4597.02,0
15095,103,47,1370.6,0
15096,42,11,219.39,0
15097,3,25,248.08,0
15098,181,3,39916.5,5
15099,83,23,410.48,0
15100,333,3,876,5
15101,8,8,317.53,0
15103,30,35,703.36,0
15104,196,69,1027.44,5
15105,17,101,2298.93,0
15106,17,100,1422.52,0
15107,310,16,319.5,5
15108,141,60,1300.25,0
15109,245,28,484.95,5
15110,23,35,996.1,0
15111,28,84,1567.48,0
15113,9,100,3609.33,0
15114,29,197,2760.56,0
15115,17,21,340.11,0
15116,17,45,1352.75,0
15117,14,79,1551.78,0
15118,133,1,244.8,0
15119,245,14,266.4,5
15120,133,21,358.82,0
15121,49,28,457.72,0
15122,113,82,1633.78,0
15123,6,106,2199.31,0
15124,22,15,184.19,0
15125,24,127,11528.48,0
15127,65,16,406.53,0
15128,59,102,1471,0
15129,49,84,3447.4,0
15130,169,22,330.11,5
15132,17,52,977.93,0
15133,127,29,982.42,0
15134,14,73,1387.99,0
15135,238,9,139.05,5
15136,2,68,1286.7,0
15139,239,13,178.96,5
15140,51,80,2354.25,0
15142,45,26,498.74,0
15143,225,14,259.45,5
15144,7,217,6580.44,0
15145,3,67,1194.73,0
15146,164,91,1327.16,5
15147,239,28,623.5,5
15148,10,20,301.29,0
15149,133,23,520.8,0
15150,16,343,5314.47,0
15152,9,271,4745.69,0
15153,30,22,329.25,0
15154,74,85,296.42,0
15156,0,55,961.49,0
15157,3,125,1936.07,0
15158,44,7,401.4,0
15159,1,710,18641.01,0
15160,356,4,158.16,5
15163,17,29,304.47,0
15164,68,103,843.05,0
15165,372,27,487.75,5
15167,320,41,163,5
15168,25,5,106.56,0
15171,330,5,1289.5,5
15172,8,110,1624.05,0
15174,322,11,135.75,5
15175,71,23,224.14,0
15178,259,3,40.5,5
15179,17,93,2206.95,0
15180,366,6,87.5,5
15181,65,16,689.48,0
15182,153,29,622.85,5
15184,28,63,406.76,0
15185,69,21,310.62,0
15186,13,19,411.41,0
15187,1,91,4777.18,0
15189,0,212,16225.39,0
15192,119,51,1044.32,0
15193,60,19,499.32,0
15194,2,310,7616.53,0
15195,2,1,3861,0
15197,10,32,1079.61,0
